thumb,index,middle,ring,pinky,top_finger,bottom_finger
"0.677976,0.788838,-0.013631;0.667526,0.710304,-0.016507;0.693216,0.659767,-0.020604;0.724282,0.642295,-0.025835","0.695355,0.625597,0.001308;0.698751,0.543788,-0.006638;0.705118,0.493915,-0.015977;0.710666,0.450004,-0.025055","0.730965,0.630611,-0.005801;0.742348,0.549095,-0.012490;0.749593,0.498130,-0.025433;0.753334,0.456740,-0.037301","0.760707,0.651860,-0.016409;0.780393,0.579638,-0.032451;0.777636,0.538106,-0.052048;0.770301,0.508170,-0.066466","0.785496,0.682637,-0.028107;0.786807,0.624575,-0.046517;0.768674,0.625165,-0.055788;0.748499,0.639082,-0.062853",pinky5,thumb1
"0.666610,0.786422,-0.010609;0.643016,0.700075,-0.016039;0.641948,0.634733,-0.022866;0.673120,0.610090,-0.028863","0.683145,0.636912,0.007277;0.688147,0.559519,-0.005365;0.689138,0.510329,-0.015300;0.695743,0.466592,-0.025069","0.714333,0.637620,-0.001569;0.711025,0.574233,-0.035749;0.690838,0.599323,-0.049374;0.680798,0.631822,-0.047949","0.747472,0.648230,-0.014278;0.752130,0.570183,-0.037104;0.749796,0.514811,-0.046805;0.751334,0.463706,-0.049586","0.781099,0.671671,-0.028079;0.802299,0.622584,-0.038553;0.814765,0.588810,-0.041296;0.825112,0.554157,-0.043140",thumb1,middle3
"0.648259,0.804865,-0.017468;0.616868,0.723819,-0.020015;0.615004,0.648490,-0.022197;0.611218,0.589063,-0.022753","0.658017,0.637994,0.006999;0.667299,0.564388,-0.001650;0.679369,0.520616,-0.012284;0.691730,0.485731,-0.020274","0.689299,0.632732,0.005095;0.698492,0.549478,-0.000506;0.707675,0.497119,-0.009699;0.716315,0.455776,-0.016630","0.717679,0.641900,-0.001708;0.725552,0.558032,-0.012193;0.730164,0.506260,-0.021527;0.735227,0.462326,-0.028179","0.748022,0.662761,-0.010899;0.767680,0.600223,-0.021628;0.781203,0.561180,-0.026977;0.793391,0.526219,-0.030653",ring4,middle3
"0.663918,0.801652,-0.018094;0.624901,0.725720,-0.028724;0.608707,0.654349,-0.041333;0.640270,0.613038,-0.050452","0.672224,0.642312,0.006561;0.666561,0.575769,-0.023275;0.656614,0.609821,-0.048189;0.653778,0.647216,-0.060260","0.705244,0.629991,0.002098;0.707036,0.539835,-0.010982;0.706429,0.485052,-0.023002;0.707114,0.437226,-0.031394","0.739261,0.639689,-0.009668;0.745042,0.553643,-0.024823;0.746969,0.499906,-0.034598;0.747560,0.451948,-0.040146","0.772504,0.665558,-0.023913;0.788598,0.600097,-0.033409;0.799945,0.559302,-0.034982;0.809149,0.522396,-0.035507",thumb1,index2
"0.693081,0.793260,-0.015097;0.685276,0.716709,-0.018250;0.720204,0.672876,-0.019738;0.754761,0.649923,-0.022800","0.691093,0.627312,-0.007682;0.689505,0.536896,-0.015117;0.693236,0.481171,-0.022874;0.695632,0.433974,-0.030999","0.728509,0.622560,-0.014845;0.733551,0.528428,-0.021134;0.738868,0.466860,-0.032596;0.741832,0.418918,-0.042030","0.761253,0.642568,-0.024625;0.783903,0.555826,-0.044998;0.797879,0.497516,-0.066129;0.810669,0.448380,-0.081203","0.788962,0.683464,-0.034284;0.780657,0.640688,-0.062886;0.757655,0.668663,-0.071038;0.739262,0.701910,-0.075159",thumb1,pinky5
"0.671246,0.799692,-0.017768;0.634930,0.728059,-0.030095;0.619316,0.663651,-0.044078;0.652152,0.633425,-0.054288","0.676065,0.639230,0.002515;0.671710,0.577465,-0.028549;0.669704,0.614598,-0.053991;0.671481,0.655747,-0.066025","0.709710,0.625454,-0.002681;0.712021,0.533840,-0.016909;0.712788,0.479127,-0.029835;0.713351,0.430681,-0.038359","0.744294,0.635692,-0.014613;0.749224,0.548381,-0.029668;0.753657,0.497651,-0.039884;0.755893,0.452699,-0.045445","0.777580,0.664428,-0.028902;0.793059,0.600626,-0.037012;0.803558,0.561772,-0.037855;0.811231,0.527194,-0.037757",thumb1,index2
"0.679788,0.795970,-0.013460;0.648183,0.725560,-0.023280;0.644791,0.659805,-0.035615;0.679844,0.639778,-0.045688","0.691691,0.639205,0.006899;0.690434,0.576439,-0.021070;0.684985,0.599652,-0.044902;0.683302,0.634605,-0.056414","0.727057,0.627458,0.000365;0.733510,0.540971,-0.011364;0.734319,0.488582,-0.023255;0.734182,0.442581,-0.031501","0.762467,0.638289,-0.012412;0.771671,0.550379,-0.026047;0.777352,0.496711,-0.036715;0.780273,0.448583,-0.043135","0.795229,0.666784,-0.027131;0.812734,0.602841,-0.035979;0.823539,0.561488,-0.037810;0.831982,0.522823,-0.038559",index2,thumb1
"0.675229,0.809029,-0.017359;0.646893,0.721525,-0.021466;0.648841,0.647760,-0.025084;0.642046,0.581892,-0.028040","0.684103,0.634362,-0.000647;0.684444,0.557435,-0.010987;0.686706,0.509294,-0.021650;0.688726,0.466318,-0.031227","0.716892,0.629900,-0.005574;0.732727,0.544809,-0.014629;0.744554,0.494780,-0.026204;0.752828,0.448977,-0.035602","0.742318,0.644407,-0.014934;0.753502,0.555547,-0.029915;0.761737,0.498184,-0.043750;0.765738,0.446089,-0.053827","0.765436,0.668697,-0.026152;0.758409,0.596403,-0.043336;0.749735,0.553985,-0.053476;0.738874,0.516898,-0.060860",middle3,pinky5
"0.679695,0.805961,-0.013564;0.651559,0.717278,-0.017064;0.651586,0.645105,-0.020802;0.641691,0.581743,-0.024236","0.682513,0.630736,-0.002325;0.663981,0.550431,-0.012591;0.656738,0.500087,-0.021205;0.653314,0.455961,-0.029018","0.717629,0.626716,-0.009155;0.736643,0.540531,-0.020074;0.752270,0.491725,-0.030724;0.764137,0.448268,-0.038116","0.744917,0.643255,-0.019801;0.755155,0.556853,-0.038100;0.764044,0.497185,-0.053352;0.769405,0.443495,-0.063075","0.767761,0.669123,-0.031425;0.759897,0.596598,-0.050332;0.752893,0.551114,-0.060407;0.744556,0.511322,-0.067164",middle3,pinky5
"0.703480,0.784834,-0.011774;0.698438,0.705514,-0.013447;0.730794,0.661903,-0.014539;0.761916,0.647479,-0.016763","0.707603,0.625808,-0.001309;0.708903,0.539339,-0.005917;0.714410,0.485151,-0.012008;0.717720,0.440598,-0.019230","0.743341,0.623755,-0.008622;0.754788,0.537524,-0.011478;0.765355,0.484494,-0.020018;0.771495,0.444835,-0.028280","0.774199,0.642032,-0.018787;0.796603,0.559601,-0.034009;0.811335,0.507132,-0.051915;0.823693,0.466434,-0.065940","0.800824,0.676613,-0.029199;0.791178,0.631172,-0.051277;0.768209,0.652422,-0.058316;0.749471,0.682310,-0.063211",thumb1,pinky5
"0.678744,0.784145,-0.014351;0.661792,0.705483,-0.017407;0.671495,0.636406,-0.021255;0.676266,0.578846,-0.023677","0.691986,0.634255,0.007068;0.688757,0.555588,-0.002361;0.686522,0.505886,-0.012042;0.686823,0.464281,-0.019370","0.717647,0.630156,0.003665;0.706794,0.545046,-0.003304;0.698195,0.491789,-0.011778;0.692147,0.447556,-0.017429","0.745856,0.639897,-0.003869;0.744543,0.557189,-0.013530;0.740987,0.509321,-0.020739;0.737817,0.470056,-0.025649","0.777302,0.660846,-0.013812;0.789206,0.606170,-0.022765;0.794546,0.569941,-0.026521;0.798662,0.537622,-0.028769",index2,middle3
"0.680039,0.801132,-0.019623;0.660165,0.712718,-0.027652;0.665849,0.646615,-0.036074;0.673441,0.585768,-0.043017","0.713723,0.630769,0.001685;0.734257,0.564664,-0.013764;0.753861,0.525665,-0.029326;0.772674,0.490772,-0.041102","0.742498,0.633411,-0.003232;0.769964,0.552900,-0.016498;0.789502,0.497336,-0.030954;0.805663,0.449664,-0.041462","0.764744,0.653069,-0.013375;0.775461,0.573103,-0.030426;0.775439,0.527823,-0.042328;0.776018,0.488841,-0.049622","0.784269,0.684461,-0.026214;0.786075,0.616800,-0.043825;0.784277,0.572793,-0.053189;0.782981,0.533403,-0.058986",pinky5,index2
"0.633493,0.794539,-0.010407;0.621249,0.709261,-0.011117;0.647856,0.651641,-0.012936;0.686444,0.639010,-0.015660","0.656944,0.647590,0.004975;0.659501,0.571496,0.001779;0.665298,0.524626,-0.002808;0.669751,0.486770,-0.009214","0.691489,0.654613,-0.002550;0.719878,0.578962,-0.009026;0.730195,0.537824,-0.018540;0.730909,0.508924,-0.026317","0.717954,0.674125,-0.013258;0.739992,0.595434,-0.032066;0.735648,0.553125,-0.051190;0.724753,0.527793,-0.063473","0.737266,0.699075,-0.024146;0.723366,0.636563,-0.048049;0.697145,0.634803,-0.060243;0.670726,0.647826,-0.067920",pinky5,thumb1
"0.627962,0.798792,-0.014879;0.609262,0.721321,-0.022344;0.615532,0.661416,-0.030785;0.643585,0.633275,-0.037239","0.641071,0.647790,-0.009482;0.642910,0.569286,-0.019714;0.646710,0.526451,-0.024218;0.650241,0.490436,-0.027228","0.671799,0.649464,-0.012244;0.688381,0.566105,-0.028928;0.695920,0.512619,-0.039753;0.703217,0.471106,-0.045549","0.699100,0.664348,-0.016978;0.691262,0.607597,-0.039911;0.661925,0.633009,-0.043494;0.642012,0.660855,-0.039197","0.724101,0.684706,-0.022822;0.733331,0.623352,-0.039138;0.738206,0.586187,-0.043050;0.743109,0.552062,-0.042949",thumb1,ring4
"0.625517,0.821318,-0.019194;0.601041,0.739302,-0.025379;0.601675,0.665430,-0.031525;0.596787,0.599074,-0.036537","0.633628,0.646569,0.002285;0.624127,0.561886,-0.010482;0.621649,0.513275,-0.023235;0.623081,0.469835,-0.033013","0.666339,0.642255,-0.001900;0.665541,0.552547,-0.013748;0.666075,0.499144,-0.026559;0.667583,0.453588,-0.035686","0.697065,0.654439,-0.011175;0.704946,0.568212,-0.027178;0.709837,0.512981,-0.038351;0.714612,0.461874,-0.045889","0.727127,0.676985,-0.022942;0.736278,0.608075,-0.038237;0.739698,0.559952,-0.045436;0.742352,0.512840,-0.050334",ring4,pinky5
"0.621953,0.820739,-0.020154;0.591659,0.744482,-0.026874;0.585896,0.671855,-0.032893;0.577073,0.606455,-0.037829","0.625248,0.650194,-0.002125;0.615156,0.567736,-0.016048;0.611660,0.519107,-0.028914;0.610750,0.474878,-0.038598","0.662276,0.645767,-0.005626;0.664844,0.553468,-0.016965;0.668674,0.497638,-0.029499;0.672202,0.449591,-0.039165","0.693483,0.660012,-0.013903;0.708882,0.579636,-0.029127;0.716651,0.528832,-0.039428;0.720432,0.482315,-0.046435","0.721301,0.685660,-0.024522;0.730890,0.623194,-0.037071;0.735316,0.584748,-0.041242;0.736296,0.549641,-0.044295",pinky5,ring4
"0.624645,0.815527,-0.017200;0.596462,0.734729,-0.022176;0.593236,0.662672,-0.026462;0.586305,0.602251,-0.029379","0.637843,0.644908,-0.001923;0.639241,0.563770,-0.010594;0.643612,0.514307,-0.019425;0.648864,0.474035,-0.026925","0.669502,0.642261,-0.004216;0.673000,0.565872,-0.010651;0.675448,0.524449,-0.018107;0.678035,0.495806,-0.024191","0.700594,0.653500,-0.010595;0.705483,0.569546,-0.021487;0.707621,0.517167,-0.029935;0.709843,0.472844,-0.037162","0.732867,0.677564,-0.018923;0.750659,0.620606,-0.030246;0.761361,0.583839,-0.035637;0.770461,0.551443,-0.039984",middle3,ring4
"0.646834,0.802236,-0.008919;0.634132,0.721274,-0.010253;0.657828,0.671906,-0.012504;0.691604,0.658723,-0.016219","0.657128,0.643526,0.002373;0.656287,0.565929,-0.003459;0.659616,0.516717,-0.010680;0.662466,0.474039,-0.018826","0.690733,0.642696,-0.006126;0.704128,0.565160,-0.009084;0.714532,0.521611,-0.016242;0.720950,0.487093,-0.023769","0.719792,0.658944,-0.017764;0.738212,0.575731,-0.033006;0.747738,0.523668,-0.048815;0.755746,0.483333,-0.061351","0.744559,0.688152,-0.029788;0.733131,0.632740,-0.050781;0.711198,0.648054,-0.057343;0.693439,0.675559,-0.062363",thumb1,pinky5
"0.639305,0.801490,-0.020077;0.621254,0.723238,-0.027415;0.632738,0.655926,-0.033662;0.642407,0.596671,-0.039364","0.657856,0.638064,-0.006080;0.660638,0.556305,-0.019256;0.664728,0.508646,-0.031773;0.670136,0.464458,-0.041451","0.694060,0.638378,-0.009330;0.706519,0.551691,-0.020731;0.716026,0.498736,-0.034375;0.725241,0.452100,-0.044966","0.723079,0.656729,-0.016680;0.744523,0.582132,-0.031547;0.759748,0.531387,-0.044170;0.772385,0.484974,-0.053111","0.746923,0.685222,-0.026160;0.756663,0.619817,-0.039946;0.760360,0.576271,-0.046687;0.762775,0.535437,-0.051625",ring4,pinky5
"0.629651,0.812473,-0.013538;0.615623,0.720954,-0.016907;0.626798,0.654833,-0.022132;0.633126,0.595708,-0.026714","0.666320,0.640565,0.012839;0.686579,0.576494,-0.000028;0.705668,0.536148,-0.015100;0.726194,0.501401,-0.026730","0.692252,0.645303,0.005917;0.711800,0.568791,-0.003734;0.728731,0.520279,-0.016666;0.745087,0.478328,-0.026516","0.713209,0.665042,-0.006282;0.726632,0.586557,-0.019700;0.735540,0.538399,-0.029795;0.743477,0.496134,-0.036785","0.732888,0.695188,-0.021090;0.734174,0.628542,-0.035215;0.731258,0.586375,-0.042389;0.727224,0.548539,-0.047300",index2,pinky5
"0.642702,0.792485,-0.014409;0.616221,0.720989,-0.024658;0.602620,0.662897,-0.036787;0.628582,0.632006,-0.046740","0.659548,0.657634,0.001396;0.651406,0.608068,-0.028135;0.637430,0.631669,-0.051942;0.631134,0.662720,-0.063507","0.689828,0.646691,-0.004655;0.692664,0.562403,-0.020273;0.691894,0.508066,-0.032873;0.692677,0.459664,-0.040516","0.721888,0.658066,-0.016430;0.732052,0.575501,-0.033990;0.736582,0.525227,-0.044389;0.738369,0.479957,-0.049159","0.751522,0.686950,-0.029803;0.771494,0.629201,-0.041218;0.782875,0.591461,-0.043020;0.789606,0.556856,-0.042865",thumb1,index2
"0.639170,0.798526,-0.010873;0.618542,0.715766,-0.018542;0.617692,0.654374,-0.027719;0.645847,0.626822,-0.036201","0.658180,0.649788,0.003414;0.667754,0.570241,-0.010502;0.671408,0.521638,-0.020645;0.680011,0.480147,-0.030195","0.687349,0.653704,-0.005983;0.683832,0.589846,-0.042894;0.662498,0.614559,-0.057365;0.652218,0.646193,-0.056263","0.718190,0.665897,-0.018963;0.726214,0.587168,-0.044216;0.726412,0.533416,-0.053414;0.730696,0.483637,-0.055412","0.749472,0.689625,-0.032823;0.771613,0.636864,-0.046069;0.786250,0.601812,-0.048910;0.799271,0.564709,-0.050115",thumb1,middle3
"0.633289,0.801497,-0.009144;0.611752,0.717231,-0.015601;0.609778,0.654476,-0.024042;0.637724,0.628480,-0.031909","0.653574,0.656682,0.005560;0.664307,0.577124,-0.006687;0.668313,0.529775,-0.016281;0.676276,0.488935,-0.025717","0.681375,0.660120,-0.003804;0.678036,0.594510,-0.038477;0.655028,0.614453,-0.052553;0.642757,0.643430,-0.051714","0.710528,0.671059,-0.016425;0.715609,0.594018,-0.038788;0.712464,0.541207,-0.046921;0.713977,0.494355,-0.048603","0.741170,0.692492,-0.030045;0.759167,0.640539,-0.040868;0.770341,0.606337,-0.043106;0.780105,0.572355,-0.044145",thumb1,middle3
"0.644450,0.808359,-0.012610;0.637045,0.733034,-0.014837;0.667089,0.689188,-0.016204;0.699477,0.665553,-0.018697","0.652422,0.646326,-0.002122;0.653882,0.564809,-0.007917;0.657659,0.513508,-0.014388;0.660867,0.469583,-0.021663","0.687320,0.643498,-0.009640;0.695963,0.557192,-0.014984;0.702922,0.502710,-0.024448;0.707408,0.458966,-0.032632","0.716562,0.661233,-0.020083;0.739460,0.578003,-0.039425;0.752852,0.525288,-0.058619;0.765528,0.482075,-0.072251","0.740356,0.697089,-0.030547;0.729600,0.652478,-0.057092;0.707610,0.680448,-0.065153;0.691388,0.715501,-0.069594",thumb1,pinky5
"0.628116,0.809952,-0.020696;0.609795,0.725893,-0.026310;0.618664,0.654437,-0.031110;0.621430,0.592919,-0.034170","0.651945,0.642747,-0.000099;0.660326,0.562914,-0.012302;0.671077,0.516005,-0.024026;0.682599,0.476462,-0.032868","0.683374,0.642757,-0.001945;0.695085,0.556431,-0.011355;0.706435,0.503357,-0.022139;0.716933,0.462452,-0.029868","0.712552,0.659841,-0.008715;0.719238,0.573715,-0.022584;0.721577,0.519798,-0.033697;0.725118,0.474429,-0.041479","0.743870,0.691907,-0.018068;0.767880,0.636515,-0.031786;0.781662,0.598739,-0.039294;0.793579,0.565044,-0.044369",middle3,ring4
"0.634240,0.808095,-0.015762;0.613215,0.730038,-0.028239;0.605258,0.671339,-0.041983;0.633023,0.644532,-0.054798","0.653773,0.651271,0.000953;0.662135,0.571303,-0.015282;0.664597,0.521749,-0.026975;0.673362,0.479731,-0.037751","0.682306,0.655225,-0.007329;0.674946,0.592961,-0.048150;0.655298,0.631102,-0.061990;0.648538,0.671272,-0.058940","0.713979,0.667456,-0.020050;0.719533,0.591298,-0.046179;0.718110,0.537675,-0.053231;0.721080,0.486054,-0.053519","0.745029,0.691645,-0.034437;0.768891,0.640174,-0.046676;0.784606,0.606390,-0.048215;0.798659,0.567958,-0.048635",thumb1,middle3
"0.641512,0.802595,-0.013643;0.628306,0.730985,-0.018857;0.653626,0.683915,-0.025192;0.688115,0.669222,-0.032510","0.659960,0.641293,-0.005029;0.661154,0.563581,-0.015934;0.665977,0.515204,-0.025883;0.670564,0.473305,-0.034807","0.693988,0.645380,-0.012930;0.707524,0.560710,-0.021967;0.718099,0.505557,-0.033926;0.725425,0.462917,-0.043533","0.721695,0.668989,-0.024107;0.733159,0.603342,-0.041672;0.731795,0.560582,-0.060482;0.728203,0.529541,-0.073176","0.743185,0.704820,-0.036278;0.731115,0.661302,-0.056480;0.707861,0.658664,-0.066395;0.684823,0.666413,-0.072895",pinky5,thumb1
"0.628067,0.808142,-0.021749;0.604226,0.729708,-0.029496;0.603476,0.660888,-0.036374;0.604238,0.599391,-0.042399","0.654263,0.646368,-0.004128;0.659452,0.564822,-0.018935;0.663004,0.515630,-0.033496;0.667498,0.470606,-0.044545","0.690439,0.644709,-0.007609;0.704632,0.557802,-0.021145;0.714352,0.501977,-0.036267;0.723182,0.453426,-0.047455","0.718934,0.660683,-0.015762;0.739532,0.583996,-0.032750;0.755094,0.532096,-0.045450;0.768258,0.485424,-0.053664","0.742375,0.688441,-0.026418;0.754760,0.621096,-0.041779;0.759833,0.574836,-0.048766;0.763317,0.531304,-0.053371",ring4,pinky5
"0.632775,0.795579,-0.014129;0.621393,0.708626,-0.018328;0.633857,0.643173,-0.024113;0.642818,0.584133,-0.029246","0.675742,0.641021,0.008613;0.700152,0.570478,-0.003850;0.719334,0.526612,-0.016890;0.737802,0.488201,-0.027199","0.699920,0.647374,0.002163;0.728173,0.573377,-0.009877;0.749936,0.524916,-0.022770;0.769162,0.480848,-0.032003","0.718212,0.667781,-0.009271;0.732404,0.587994,-0.024948;0.743263,0.534514,-0.036433;0.754616,0.486937,-0.043798","0.736103,0.697756,-0.023012;0.741507,0.629680,-0.038832;0.744121,0.583356,-0.047463;0.747398,0.540817,-0.053227",pinky5,middle3
"0.621687,0.801616,-0.018942;0.600900,0.721859,-0.023238;0.604794,0.648598,-0.027361;0.606684,0.587672,-0.030400","0.650854,0.647789,0.007764;0.663299,0.572452,-0.003604;0.671966,0.525460,-0.017402;0.679412,0.482902,-0.028536","0.683515,0.648390,0.005082;0.694303,0.565815,-0.005305;0.699258,0.512821,-0.019235;0.702235,0.467107,-0.030003","0.710687,0.663359,-0.002586;0.725888,0.585078,-0.016583;0.731288,0.534754,-0.027340;0.734419,0.490140,-0.034860","0.737514,0.690636,-0.012827;0.757412,0.630190,-0.026176;0.766760,0.588768,-0.032700;0.772869,0.548507,-0.037162",middle3,index2
"0.627966,0.797943,-0.016665;0.600736,0.727336,-0.027149;0.587061,0.664955,-0.039451;0.609945,0.624983,-0.049036","0.653017,0.661770,0.004585;0.648633,0.601627,-0.025004;0.631482,0.618059,-0.048861;0.621538,0.648479,-0.059906","0.685000,0.654008,0.001436;0.694882,0.573086,-0.012935;0.697439,0.519800,-0.024100;0.700446,0.472129,-0.030813","0.715684,0.667233,-0.008236;0.731916,0.591342,-0.023706;0.739847,0.544307,-0.031723;0.745405,0.503301,-0.034860","0.740941,0.698234,-0.020136;0.766456,0.648255,-0.030252;0.782192,0.613536,-0.031448;0.795717,0.582925,-0.030529",thumb1,index2
"0.616757,0.811642,-0.017332;0.596963,0.727811,-0.020753;0.599572,0.656536,-0.023741;0.597101,0.596618,-0.025422","0.636373,0.648125,0.002201;0.642913,0.573121,-0.007723;0.650259,0.526210,-0.018898;0.659097,0.488554,-0.027253","0.666874,0.647067,-0.000695;0.664736,0.559830,-0.007383;0.666290,0.502123,-0.018187;0.668565,0.457545,-0.026061","0.697173,0.664182,-0.007656;0.706726,0.583296,-0.019412;0.713394,0.535098,-0.030314;0.717732,0.494723,-0.037699","0.727967,0.695645,-0.016606;0.750856,0.641961,-0.029446;0.764416,0.607151,-0.035678;0.775308,0.575357,-0.039345",index2,middle3
"0.621627,0.810170,-0.019089;0.584783,0.747172,-0.032104;0.561987,0.688776,-0.046852;0.583534,0.645682,-0.058434","0.632263,0.668057,0.000821;0.619897,0.609507,-0.030031;0.607045,0.637351,-0.054685;0.603608,0.674120,-0.066290","0.662411,0.654978,-0.001716;0.665378,0.571023,-0.017388;0.664527,0.516191,-0.029389;0.665567,0.466851,-0.036708","0.693405,0.662293,-0.010969;0.701707,0.583159,-0.027555;0.705590,0.534006,-0.036010;0.708212,0.492269,-0.039297","0.721742,0.686978,-0.022676;0.741639,0.630443,-0.033900;0.754081,0.592511,-0.035869;0.764452,0.559819,-0.035398",thumb1,index2
"0.626777,0.809556,-0.014793;0.594248,0.739677,-0.024221;0.582290,0.673037,-0.036484;0.612688,0.649785,-0.046838","0.644837,0.665421,0.009436;0.637804,0.603998,-0.018453;0.621978,0.616906,-0.042277;0.611027,0.646781,-0.054044","0.676990,0.655850,0.004541;0.679537,0.577572,-0.008239;0.673511,0.529073,-0.020214;0.666438,0.486575,-0.028433","0.708482,0.665522,-0.006949;0.716520,0.585059,-0.021261;0.716368,0.533621,-0.030808;0.713228,0.489097,-0.036262","0.736386,0.691103,-0.020752;0.754801,0.631698,-0.030426;0.764918,0.590601,-0.033242;0.771611,0.552091,-0.034591",index2,thumb1
"0.621617,0.817940,-0.008036;0.596685,0.732592,-0.008585;0.599484,0.664705,-0.011927;0.607559,0.606262,-0.014580","0.640195,0.654707,0.021107;0.649151,0.584405,0.013569;0.660298,0.539068,0.003453;0.670337,0.501274,-0.005357","0.669872,0.653995,0.011237;0.690995,0.575545,0.002892;0.705705,0.526076,-0.009363;0.716398,0.483140,-0.018356","0.692966,0.667167,-0.003642;0.702523,0.585036,-0.019169;0.707139,0.530970,-0.032087;0.710257,0.485328,-0.040062","0.711030,0.687970,-0.020095;0.698634,0.618977,-0.036430;0.689365,0.576022,-0.045495;0.682227,0.538459,-0.051437",pinky5,index2
"0.625609,0.805482,-0.019967;0.600902,0.729510,-0.025915;0.601356,0.657909,-0.031350;0.607947,0.597959,-0.035582","0.646552,0.651457,0.003802;0.654559,0.574310,-0.008514;0.660511,0.526024,-0.022029;0.666185,0.483867,-0.032787","0.679083,0.647891,0.001659;0.684679,0.562540,-0.009225;0.686635,0.508907,-0.022755;0.687123,0.463805,-0.033168","0.707153,0.659727,-0.005300;0.718660,0.577083,-0.019874;0.722270,0.525361,-0.031365;0.723438,0.480351,-0.039501","0.735246,0.684732,-0.014696;0.755497,0.624582,-0.029116;0.765572,0.583181,-0.036690;0.771716,0.543690,-0.041848",middle3,index2
"0.623905,0.819662,-0.019951;0.598720,0.738775,-0.027391;0.602120,0.672438,-0.033761;0.604165,0.611895,-0.039160","0.646645,0.647284,-0.003920;0.663380,0.573220,-0.017443;0.681126,0.531021,-0.030370;0.697789,0.496581,-0.039896","0.680523,0.654459,-0.007431;0.706169,0.572654,-0.017490;0.725777,0.520073,-0.029581;0.741429,0.475264,-0.039085","0.705705,0.675756,-0.015633;0.720826,0.601608,-0.030417;0.728063,0.552521,-0.042899;0.733556,0.508773,-0.051794","0.727693,0.706272,-0.025914;0.724690,0.648143,-0.040611;0.719758,0.619572,-0.047397;0.715251,0.593541,-0.052144",pinky5,middle3
"0.628361,0.820258,-0.012737;0.614464,0.735983,-0.017137;0.630063,0.672083,-0.023637;0.644490,0.619360,-0.029652","0.647998,0.651249,0.007911;0.662139,0.579567,-0.005220;0.675248,0.533598,-0.019566;0.688649,0.493012,-0.031258","0.674093,0.654272,0.000557;0.687859,0.570432,-0.010887;0.697739,0.516050,-0.025112;0.705833,0.467514,-0.036184","0.695801,0.673118,-0.011193;0.701772,0.592659,-0.025022;0.701625,0.547208,-0.035535;0.701269,0.507345,-0.043304","0.716676,0.703723,-0.025369;0.712424,0.641734,-0.040358;0.703805,0.601653,-0.048590;0.694563,0.565447,-0.054454",index2,pinky5
"0.626284,0.831438,-0.015773;0.598625,0.744022,-0.018282;0.593785,0.667017,-0.021567;0.581294,0.604005,-0.023926","0.631512,0.652461,0.009679;0.624941,0.567113,-0.001135;0.624838,0.518172,-0.012764;0.627933,0.476801,-0.021375","0.663927,0.646518,0.004495;0.664779,0.552694,-0.005068;0.667977,0.498361,-0.017037;0.672098,0.453681,-0.025359","0.693106,0.656988,-0.005759;0.698558,0.568972,-0.019641;0.702686,0.518031,-0.029154;0.706904,0.472592,-0.035116","0.721146,0.678025,-0.018460;0.723350,0.605563,-0.031468;0.722228,0.555366,-0.036745;0.721586,0.508161,-0.040073",ring4,pinky5
"0.628222,0.801917,-0.015650;0.609533,0.728209,-0.023461;0.618652,0.671721,-0.032134;0.647946,0.647815,-0.039050","0.655295,0.653032,-0.009730;0.663599,0.577279,-0.019383;0.671147,0.536189,-0.023671;0.677904,0.501382,-0.027387","0.685943,0.656171,-0.013097;0.714209,0.574558,-0.030448;0.727870,0.523717,-0.042728;0.739557,0.483917,-0.050044","0.711021,0.671272,-0.018636;0.709077,0.610260,-0.042816;0.677507,0.629285,-0.049573;0.655552,0.651746,-0.047874","0.734018,0.690944,-0.025294;0.744906,0.626992,-0.044159;0.748638,0.584859,-0.051920;0.751838,0.546317,-0.054999",ring4,thumb1
"0.624175,0.806003,-0.006416;0.596500,0.727785,-0.013376;0.587672,0.666181,-0.023921;0.614559,0.646937,-0.034531","0.651729,0.656245,0.016263;0.665753,0.583701,0.008561;0.671478,0.542190,-0.000336;0.679625,0.507770,-0.009563","0.677774,0.658995,0.006391;0.669384,0.598458,-0.020254;0.645212,0.618015,-0.034052;0.633016,0.644023,-0.034918","0.704879,0.667516,-0.006838;0.709094,0.589249,-0.021541;0.704544,0.542320,-0.029044;0.704489,0.502357,-0.031984","0.732651,0.690399,-0.021432;0.752958,0.643570,-0.026178;0.766465,0.613942,-0.027489;0.779015,0.587676,-0.028796",middle3,thumb1
"0.606669,0.827833,-0.011795;0.578080,0.751319,-0.013426;0.571983,0.682016,-0.016359;0.562670,0.624816,-0.018434","0.613796,0.664606,0.013689;0.616479,0.597724,0.005187;0.620352,0.559005,-0.006578;0.625113,0.524006,-0.015919","0.641327,0.656367,0.008360;0.645488,0.575679,0.002260;0.648388,0.524620,-0.007836;0.650910,0.481717,-0.015834","0.666383,0.663887,-0.001520;0.669817,0.585012,-0.010624;0.668916,0.536645,-0.017991;0.667068,0.492961,-0.023586","0.692194,0.683051,-0.013668;0.699766,0.617201,-0.022803;0.700896,0.574942,-0.026451;0.699445,0.535998,-0.029194",ring4,middle3
